case_id	case_primarysite	file_uuid	file_accesslevel_1	file_datatype_1	filename
f82d53b1-3df8-4249-a615-464c9f4e0a32	Prostate gland	58cb36ea-a8ce-4172-9ca8-750bf78b9f85.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb35d8e4b0b6e4344cd648
6755c231-355f-4cc3-85f1-6306c7f5d44b	Prostate gland	0f27a12b-0fe7-4811-ac1e-13d3cc1e346b.htseq.counts.gz	Open	Gene Expression Quantification	5eeb397fe4b0b6e4344e0e0b
ca076cfd-c628-4af2-837c-37617429adb9	Prostate gland	bce05ff9-b5e8-4c9a-a495-5430e442ea1f.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb3989e4b0b6e4344e116d
c51ccff8-2502-40e1-b130-fe655c119169	Prostate gland	193c13fa-d708-4f74-8e6e-e1eb5aa02ad7.htseq.counts.gz	Open	Gene Expression Quantification	5eeb3a29e4b0b6e4344e463c
8cc7679d-b963-4b45-b3f8-dcf80ea6cc71	Prostate gland	2e7b3bb4-a198-4816-b3fa-f23d79574ddd.htseq.counts.gz	Open	Gene Expression Quantification	5eeb3a65e4b0b6e4344e599c
ca076cfd-c628-4af2-837c-37617429adb9	Prostate gland	bce05ff9-b5e8-4c9a-a495-5430e442ea1f.htseq.counts.gz	Open	Gene Expression Quantification	5eeb3ad1e4b0b6e4344e7d03
b5b3871c-078c-46a7-ac50-ef916d4a6781	Prostate gland	d84aecda-2187-40e3-b2b5-2bb18e735ef2.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb3c71e4b0b6e4344f01e8
f82d53b1-3df8-4249-a615-464c9f4e0a32	Prostate gland	58cb36ea-a8ce-4172-9ca8-750bf78b9f85.htseq.counts.gz	Open	Gene Expression Quantification	5eeb40a0e4b0b6e434506324
c51ccff8-2502-40e1-b130-fe655c119169	Prostate gland	193c13fa-d708-4f74-8e6e-e1eb5aa02ad7.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb43d1e4b0b6e4345165b2
8cc7679d-b963-4b45-b3f8-dcf80ea6cc71	Prostate gland	2e7b3bb4-a198-4816-b3fa-f23d79574ddd.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb4825e4b0b6e43452ba87
b5b3871c-078c-46a7-ac50-ef916d4a6781	Prostate gland	d84aecda-2187-40e3-b2b5-2bb18e735ef2.htseq.counts.gz	Open	Gene Expression Quantification	5eeb4f97e4b0b6e43454fdd9
6755c231-355f-4cc3-85f1-6306c7f5d44b	Prostate gland	0f27a12b-0fe7-4811-ac1e-13d3cc1e346b.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb508ee4b0b6e43455491a
da07da37-bde6-480a-a302-98683ae3931a	Prostate gland	f927688f-646f-466e-aeab-1d6eceda8d56.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb2d29e4b0b6e43449e7d6
da07da37-bde6-480a-a302-98683ae3931a	Prostate gland	f927688f-646f-466e-aeab-1d6eceda8d56.htseq.counts.gz	Open	Gene Expression Quantification	5eeb2e34e4b0b6e4344a430c
68fc3693-0910-4ee8-8997-99c6333b65f4	Prostate gland	e32272e5-a64e-482b-bb3e-b82542a643e3.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb2e6ae4b0b6e4344a548c
b5b3871c-078c-46a7-ac50-ef916d4a6781	Prostate gland	20c34cc9-31cd-44f9-9288-a059ffafebb8.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb2ea5e4b0b6e4344a68cd
adf3c2f7-d5f9-41c3-bd8c-7f9f1f22ff73	Prostate gland	1eef3e97-5670-4b77-bc8d-89a61be03b2a.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb2f3ce4b0b6e4344a98aa
da07da37-bde6-480a-a302-98683ae3931a	Prostate gland	f927688f-646f-466e-aeab-1d6eceda8d56.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb305ae4b0b6e4344af9ad
b5b3871c-078c-46a7-ac50-ef916d4a6781	Prostate gland	20c34cc9-31cd-44f9-9288-a059ffafebb8.htseq.counts.gz	Open	Gene Expression Quantification	5eeb3313e4b0b6e4344be910
68fc3693-0910-4ee8-8997-99c6333b65f4	Prostate gland	e32272e5-a64e-482b-bb3e-b82542a643e3.htseq.counts.gz	Open	Gene Expression Quantification	5eeb36abe4b0b6e4344d1d0a
68fc3693-0910-4ee8-8997-99c6333b65f4	Prostate gland	f42ef7e5-39e3-4a91-b8bb-11a38d24c72b.htseq.counts.gz	Open	Gene Expression Quantification	5eeb3976e4b0b6e4344e0af9
68fc3693-0910-4ee8-8997-99c6333b65f4	Prostate gland	f42ef7e5-39e3-4a91-b8bb-11a38d24c72b.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb3c07e4b0b6e4344edf20
74602e83-3ee3-4ee7-b05a-135fbdddcc5c	Prostate gland	deba2751-fd47-4c5b-b455-56882ebc38ba.htseq.counts.gz	Open	Gene Expression Quantification	5eeb3db5e4b0b6e4344f6fc0
c3a509c6-35a6-4d17-a9fd-0aa8884b33a0	Prostate gland	0a923c09-5f30-4e5c-adef-baca0c461227.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb3f3ae4b0b6e4344ff018
68fc3693-0910-4ee8-8997-99c6333b65f4	Prostate gland	e32272e5-a64e-482b-bb3e-b82542a643e3.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb402ee4b0b6e434504026
c3a509c6-35a6-4d17-a9fd-0aa8884b33a0	Prostate gland	0a923c09-5f30-4e5c-adef-baca0c461227.htseq.counts.gz	Open	Gene Expression Quantification	5eeb405ee4b0b6e434504d84
86b82965-b19b-4285-b1a5-51a5d5267103	Prostate gland	507c2816-064c-405b-bba1-8cf057539367.htseq.counts.gz	Open	Gene Expression Quantification	5eeb4060e4b0b6e434504e36
86b82965-b19b-4285-b1a5-51a5d5267103	Prostate gland	507c2816-064c-405b-bba1-8cf057539367.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb4126e4b0b6e434508e3b
74602e83-3ee3-4ee7-b05a-135fbdddcc5c	Prostate gland	deba2751-fd47-4c5b-b455-56882ebc38ba.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb4384e4b0b6e434514fb8
86b82965-b19b-4285-b1a5-51a5d5267103	Prostate gland	507c2816-064c-405b-bba1-8cf057539367.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb4559e4b0b6e43451df10
68fc3693-0910-4ee8-8997-99c6333b65f4	Prostate gland	f42ef7e5-39e3-4a91-b8bb-11a38d24c72b.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb456de4b0b6e43451e55b
c3a509c6-35a6-4d17-a9fd-0aa8884b33a0	Prostate gland	0a923c09-5f30-4e5c-adef-baca0c461227.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb46c5e4b0b6e434524cfa
74602e83-3ee3-4ee7-b05a-135fbdddcc5c	Prostate gland	deba2751-fd47-4c5b-b455-56882ebc38ba.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb4895e4b0b6e43452ddca
adf3c2f7-d5f9-41c3-bd8c-7f9f1f22ff73	Prostate gland	1eef3e97-5670-4b77-bc8d-89a61be03b2a.htseq.counts.gz	Open	Gene Expression Quantification	5eeb4b10e4b0b6e43453a04d
b5b3871c-078c-46a7-ac50-ef916d4a6781	Prostate gland	20c34cc9-31cd-44f9-9288-a059ffafebb8.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb5077e4b0b6e434554244
adf3c2f7-d5f9-41c3-bd8c-7f9f1f22ff73	Prostate gland	1eef3e97-5670-4b77-bc8d-89a61be03b2a.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb5086e4b0b6e434554711
f8b98552-ae2a-4609-9929-7864485b3c51	Prostate gland	9bfcfe13-9cd7-448b-a78b-87e951d9d407.htseq.counts.gz	Open	Gene Expression Quantification	5eeb2c0de4b0b6e4344986e6
6f4c1006-519d-4b16-8c96-690c63bea0b6	Prostate gland	19c83d2c-0b09-44c1-a67e-cab0da88e92f.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb2e47e4b0b6e4344a48dc
f8b98552-ae2a-4609-9929-7864485b3c51	Prostate gland	9bfcfe13-9cd7-448b-a78b-87e951d9d407.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb2fece4b0b6e4344ad526
6f4c1006-519d-4b16-8c96-690c63bea0b6	Prostate gland	19c83d2c-0b09-44c1-a67e-cab0da88e92f.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb36f9e4b0b6e4344d380e
f8b98552-ae2a-4609-9929-7864485b3c51	Prostate gland	9bfcfe13-9cd7-448b-a78b-87e951d9d407.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb36fce4b0b6e4344d38df
da07da37-bde6-480a-a302-98683ae3931a	Prostate gland	2cf39fef-9135-401a-a08e-ae5a7bf48ada.htseq.counts.gz	Open	Gene Expression Quantification	5eeb3b84e4b0b6e4344eb458
d6974db6-2bd3-4082-b48e-9c60f7fe3a1f	Prostate gland	4dafe2e3-617b-4280-a582-8d5d59420c6a.htseq.counts.gz	Open	Gene Expression Quantification	5eeb3d97e4b0b6e4344f655e
da07da37-bde6-480a-a302-98683ae3931a	Prostate gland	2cf39fef-9135-401a-a08e-ae5a7bf48ada.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb42aae4b0b6e434510a7d
d6974db6-2bd3-4082-b48e-9c60f7fe3a1f	Prostate gland	4dafe2e3-617b-4280-a582-8d5d59420c6a.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb4641e4b0b6e434522378
da07da37-bde6-480a-a302-98683ae3931a	Prostate gland	2cf39fef-9135-401a-a08e-ae5a7bf48ada.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb46e0e4b0b6e43452545f
d6974db6-2bd3-4082-b48e-9c60f7fe3a1f	Prostate gland	4dafe2e3-617b-4280-a582-8d5d59420c6a.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb4b17e4b0b6e43453a27a
6f4c1006-519d-4b16-8c96-690c63bea0b6	Prostate gland	19c83d2c-0b09-44c1-a67e-cab0da88e92f.htseq.counts.gz	Open	Gene Expression Quantification	5eeb4bd5e4b0b6e43453db98
aeec3005-25d7-45fc-a9ff-014d57960216	Prostate gland	26b9d14a-da14-4062-8494-fb87b04e9d7b.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb2fdae4b0b6e4344acece
e27bc39b-54f1-47b5-ac8f-3245dce690f4	Prostate gland	e71db7ed-f30b-46e3-b5d8-d9dcea1c269b.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb32b9e4b0b6e4344bc9c4
aeec3005-25d7-45fc-a9ff-014d57960216	Prostate gland	26b9d14a-da14-4062-8494-fb87b04e9d7b.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb3a15e4b0b6e4344e3f19
aeec3005-25d7-45fc-a9ff-014d57960216	Prostate gland	26b9d14a-da14-4062-8494-fb87b04e9d7b.htseq.counts.gz	Open	Gene Expression Quantification	5eeb3f8fe4b0b6e434500bc8
e27bc39b-54f1-47b5-ac8f-3245dce690f4	Prostate gland	e71db7ed-f30b-46e3-b5d8-d9dcea1c269b.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb44c5e4b0b6e43451b110
e27bc39b-54f1-47b5-ac8f-3245dce690f4	Prostate gland	e71db7ed-f30b-46e3-b5d8-d9dcea1c269b.htseq.counts.gz	Open	Gene Expression Quantification	5eeb504de4b0b6e43455357a
1426b4bf-f4a5-477c-bbbb-e0e656549764	Prostate gland	PRAD.focal_score_by_genes.txt	Open	Gene Level Copy Number Scores	5eeb460ee4b0b6e4345212d7
305b0b57-5952-43c7-9063-7bcd954eb44d	Prostate gland	PRAD.focal_score_by_genes.txt	Open	Gene Level Copy Number Scores	5eeb460ee4b0b6e4345212d7
348c2bf3-2146-4990-9adf-fa6968b4f072	Prostate gland	PRAD.focal_score_by_genes.txt	Open	Gene Level Copy Number Scores	5eeb460ee4b0b6e4345212d7
6755c231-355f-4cc3-85f1-6306c7f5d44b	Prostate gland	PRAD.focal_score_by_genes.txt	Open	Gene Level Copy Number Scores	5eeb460ee4b0b6e4345212d7
68fc3693-0910-4ee8-8997-99c6333b65f4	Prostate gland	PRAD.focal_score_by_genes.txt	Open	Gene Level Copy Number Scores	5eeb460ee4b0b6e4345212d7
6f4c1006-519d-4b16-8c96-690c63bea0b6	Prostate gland	PRAD.focal_score_by_genes.txt	Open	Gene Level Copy Number Scores	5eeb460ee4b0b6e4345212d7
74602e83-3ee3-4ee7-b05a-135fbdddcc5c	Prostate gland	PRAD.focal_score_by_genes.txt	Open	Gene Level Copy Number Scores	5eeb460ee4b0b6e4345212d7
86b82965-b19b-4285-b1a5-51a5d5267103	Prostate gland	PRAD.focal_score_by_genes.txt	Open	Gene Level Copy Number Scores	5eeb460ee4b0b6e4345212d7
8cc7679d-b963-4b45-b3f8-dcf80ea6cc71	Prostate gland	PRAD.focal_score_by_genes.txt	Open	Gene Level Copy Number Scores	5eeb460ee4b0b6e4345212d7
969399cd-47b6-4c0f-8939-3860be3014f9	Prostate gland	PRAD.focal_score_by_genes.txt	Open	Gene Level Copy Number Scores	5eeb460ee4b0b6e4345212d7
c3a509c6-35a6-4d17-a9fd-0aa8884b33a0	Prostate gland	PRAD.focal_score_by_genes.txt	Open	Gene Level Copy Number Scores	5eeb460ee4b0b6e4345212d7
c51ccff8-2502-40e1-b130-fe655c119169	Prostate gland	PRAD.focal_score_by_genes.txt	Open	Gene Level Copy Number Scores	5eeb460ee4b0b6e4345212d7
ca076cfd-c628-4af2-837c-37617429adb9	Prostate gland	PRAD.focal_score_by_genes.txt	Open	Gene Level Copy Number Scores	5eeb460ee4b0b6e4345212d7
d6974db6-2bd3-4082-b48e-9c60f7fe3a1f	Prostate gland	PRAD.focal_score_by_genes.txt	Open	Gene Level Copy Number Scores	5eeb460ee4b0b6e4345212d7
da07da37-bde6-480a-a302-98683ae3931a	Prostate gland	PRAD.focal_score_by_genes.txt	Open	Gene Level Copy Number Scores	5eeb460ee4b0b6e4345212d7
f8b98552-ae2a-4609-9929-7864485b3c51	Prostate gland	PRAD.focal_score_by_genes.txt	Open	Gene Level Copy Number Scores	5eeb460ee4b0b6e4345212d7
28689d40-03e5-4e17-aba1-f2d571535eed	Prostate gland	TCGA-PRAD.a3891202-4a6c-4bcf-837b-c71961ef60f3.gene_level_copy_number.tsv	Open	Gene Level Copy Number	5eeb338be4b0b6e4344c11fa
25d70934-01a5-45a2-9960-68d3058b6965	Prostate gland	TCGA-PRAD.6d5a7604-5ae9-4cdc-a624-3f83896228fc.gene_level_copy_number.tsv	Open	Gene Level Copy Number	5eeb34e3e4b0b6e4344c83af
69fc0351-6496-46b5-be22-25b80c1dc4cc	Prostate gland	TCGA-PRAD.6ca05946-7003-403b-a123-832c6e3d9d9c.gene_level_copy_number.tsv	Open	Gene Level Copy Number	5eeb355de4b0b6e4344cacec
11fb5853-8eeb-4ad8-825d-3eaaf3fa08d6	Prostate gland	TCGA-PRAD.f637dd24-e259-4124-8c3f-b0fe9f0bb336.gene_level_copy_number.tsv	Open	Gene Level Copy Number	5eeb3b90e4b0b6e4344eb766
0c459149-0dfe-4206-b50b-db79180ebb57	Prostate gland	TCGA-PRAD.7a898096-893c-4eec-8cd0-b18c685cdfed.gene_level_copy_number.tsv	Open	Gene Level Copy Number	5eeb3d94e4b0b6e4344f6402
897a2af4-55af-4245-8629-1a71b622c17e	Prostate gland	TCGA-PRAD.5ccb577c-28fe-409b-9dfa-f02e169160af.gene_level_copy_number.tsv	Open	Gene Level Copy Number	5eeb3e28e4b0b6e4344f9466
554a7381-46fd-4301-b91b-5af7f173c350	Prostate gland	TCGA-PRAD.aa4f47e0-9c04-466a-9402-b972ee88e98e.gene_level_copy_number.tsv	Open	Gene Level Copy Number	5eeb3ef1e4b0b6e4344fd7ca
084ac674-f4cf-4a4a-a6a2-687c05c272ea	Prostate gland	TCGA-PRAD.d1ceef18-b780-4a26-84cf-76aa4c93d039.gene_level_copy_number.tsv	Open	Gene Level Copy Number	5eeb4c4ae4b0b6e434540054
2919afa2-3fee-43bd-ae68-e70718e73608	Prostate gland	TCGA-PRAD.be2975bb-ccc9-487c-9c2b-5fba604e8333.gene_level_copy_number.tsv	Open	Gene Level Copy Number	5eeb4eb5e4b0b6e43454b6df
45a04209-8fac-4181-bba3-1437c8fd7f09	Prostate gland	TCGA-PRAD.bda57a4b-ab3b-44ab-9fc6-ff539f56a098.gene_level_copy_number.tsv	Open	Gene Level Copy Number	5eeb4fd6e4b0b6e434551106
91e249a6-b0b0-487e-9fad-0e9f5798dcae	Prostate gland	TCGA-PRAD.6b555c8b-828c-497f-b018-b44d18baa407.gene_level_copy_number.tsv	Open	Gene Level Copy Number	5eeb2d67e4b0b6e43449fd13
9b015929-99eb-4e74-8fbf-6b2e6d7f08e4	Prostate gland	TCGA-PRAD.c10cb3b6-e58f-413e-917b-99f92018cd40.gene_level_copy_number.tsv	Open	Gene Level Copy Number	5eeb3967e4b0b6e4344e0566
d39d1a49-fcc0-4f2c-9338-df904e7f6a09	Prostate gland	TCGA-PRAD.f47c9e33-d7cc-4ecb-a650-730b2ec7a9b3.gene_level_copy_number.tsv	Open	Gene Level Copy Number	5eeb3d33e4b0b6e4344f43a4
d7763066-fb06-4519-9188-5de7dd12fdb7	Prostate gland	TCGA-PRAD.ad0b4a31-fbfc-4766-86c7-9f9110efbb64.gene_level_copy_number.tsv	Open	Gene Level Copy Number	5eeb4914e4b0b6e434530548
8e5b1d47-7d92-4d28-8186-4176ada96672	Prostate gland	TCGA-PRAD.6e81de8d-3f4d-4653-8e9e-be22f76dcf8f.gene_level_copy_number.tsv	Open	Gene Level Copy Number	5eeb4a3fe4b0b6e434536018
91e249a6-b0b0-487e-9fad-0e9f5798dcae	Prostate gland	TCGA-PRAD.ead38efb-2670-4586-84b8-db0a488b52ed.gene_level_copy_number.tsv	Open	Gene Level Copy Number	5eeb4b1fe4b0b6e43453a528
7efc26b2-eff9-4f1e-9f4b-f26af072c84a	Prostate gland	TCGA-PRAD.24177a07-4087-4699-bcc0-ed30eb85ecb6.gene_level_copy_number.tsv	Open	Gene Level Copy Number	5eeb4fdde4b0b6e43455137a
1170f449-dfb5-417a-a89b-b2229a2785db	Prostate gland	2d5ebcd0-4e47-4e76-adaf-21fa274ed0c4.htseq.counts.gz	Open	Gene Expression Quantification	5eeb2da2e4b0b6e4344a10d0
12f225d0-cbff-44eb-9183-bacc7f33b090	Prostate gland	96e790cc-5875-46c3-8374-3c1dcae9d3d0.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb3720e4b0b6e4344d4482
084ac674-f4cf-4a4a-a6a2-687c05c272ea	Prostate gland	64ad6740-678c-4095-8856-4257953beacc.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb3bd4e4b0b6e4344ece74
1170f449-dfb5-417a-a89b-b2229a2785db	Prostate gland	2d5ebcd0-4e47-4e76-adaf-21fa274ed0c4.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb3bdde4b0b6e4344ed166
084ac674-f4cf-4a4a-a6a2-687c05c272ea	Prostate gland	64ad6740-678c-4095-8856-4257953beacc.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb3bfce4b0b6e4344edb53
12f225d0-cbff-44eb-9183-bacc7f33b090	Prostate gland	96e790cc-5875-46c3-8374-3c1dcae9d3d0.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb44d8e4b0b6e43451b60e
084ac674-f4cf-4a4a-a6a2-687c05c272ea	Prostate gland	64ad6740-678c-4095-8856-4257953beacc.htseq.counts.gz	Open	Gene Expression Quantification	5eeb4babe4b0b6e43453cfe5
1170f449-dfb5-417a-a89b-b2229a2785db	Prostate gland	2d5ebcd0-4e47-4e76-adaf-21fa274ed0c4.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb4f28e4b0b6e43454db24
12f225d0-cbff-44eb-9183-bacc7f33b090	Prostate gland	96e790cc-5875-46c3-8374-3c1dcae9d3d0.htseq.counts.gz	Open	Gene Expression Quantification	5eeb4fabe4b0b6e4345503d0
11fb5853-8eeb-4ad8-825d-3eaaf3fa08d6	Prostate gland	44cd8138-0073-4af9-8411-88ebd4592c8f.htseq.counts.gz	Open	Gene Expression Quantification	5eeb2abee4b0b6e4344913c0
11fb5853-8eeb-4ad8-825d-3eaaf3fa08d6	Prostate gland	44cd8138-0073-4af9-8411-88ebd4592c8f.FPKM.txt.gz	Open	Gene Expression Quantification	5eeb329ce4b0b6e4344bbff2
11fb5853-8eeb-4ad8-825d-3eaaf3fa08d6	Prostate gland	44cd8138-0073-4af9-8411-88ebd4592c8f.FPKM-UQ.txt.gz	Open	Gene Expression Quantification	5eeb33c5e4b0b6e4344c256a
